coef 1,-(1/2)*9.8s*s+9.8+0 = 0
coef 1,-(1/2)*9.8s*s+9.8+0 = -3
coef 1,-(1/2)*9.8s*s+9.8+0 = 3.675
coef 1,(-1/2)*D+10 = 0
coef 1,(-1/2)*D+10 = 14
coef 1,(1/3)(15B+975) = 3160
coef 1,(1/3)(15B+975) = 4000
coef 1,(1/3)(15B+975) = 4000
coef 1,(1/3)(15R+975) = 3160
coef 1,(1/3)(15R+975) = 4000
coef 1,(1/3)(15W+975) = 3160
coef 1,(1/3)(15W+975) = 4000
coef 1,(1/3)(15X+975) = 3160
coef 1,(1/3)(15X+975) = 3160
coef 1,(1/3)(15X+975) = 3160
coef 1,(1/3)(15X+975) = 4000
coef 1,(1/3)(15X+975) = 4000
coef 1,(1/3)(15X+975) = 4000
coef 1,(1/3)*A = 1017
coef 1,(1/3)*H = 0
coef 1,(1/3)*H = 1017
coef 1,(1/3)*P = (1/4)*P
coef 1,(1/3)*P = (1/4)*P
coef 1,(1/3)*P = 1017
coef 1,(1/3)*P = 1017
coef 1,(1/3)*Y = 1017
coef 1,(1/4)*A = 866
coef 1,(1/4)*H = 866
coef 1,(1/4)*P = 866
coef 1,(1/4)*P = 866
coef 1,(1/4)*Y = 866
coef 1,(1/5)(X-200) = 160
coef 1,(1/5)(X-200) = 575
coef 1,(1/5)*A = 150
coef 1,(1/5)*A = 250
coef 1,(1/5)*X+2400 = 4000
coef 1,(1/6)*R = 700
coef 1,(1/76.32)*(14.3/1) = X
coef 1,(1/w)/1 = (b/17)/1
coef 1,(-1+1)/4 = x
coef 1,(-1+1)/4 = x
coef 1,(-1+1)/4 = x
coef 1,(-1+49)*14 = y
coef 1,(1+5)/6 = 6x/6
coef 1,(-1+5)/8 = 8y/8
coef 1,(1+6)/-1 = -1x/-1
coef 1,(1+6)/-1 = x
coef 1,(1+7)/4 = x
coef 1,(1+7)/4 = x
coef 1,(-1+8.54400375)/2 = x
coef 1,(-1+8.54400375)/2 = x
coef 1,(-1+8.54400375)/2 = x
coef 1,(-1+8.54400375)/2 = x
coef 1,(-1+8.54400375)/2 = x
coef 1,(-1+8.54400375)/2 = x
coef 1,(-1+8.54400375)/2 = x
coef 1,(-1+8.54400375)/2 = x
coef 1,(10+(y/-8))*-8 = 7*-8
coef 1,(10+1.4)*8 = x
coef 1,(10+10)*3 = y
coef 1,(10+10)*8 = x
coef 1,(10+2)*4 = x
coef 1,(10+3)*5 = y
coef 1,(-10+4)*5 = y
coef 1,(10+4)*6 = x
coef 1,(10+4x)/4 = 9/4
coef 1,(10+4x)/4*4 = 9/4*4
coef 1,(10+5)/-9 = -9x/-9
coef 1,(10+6)*9 = x
coef 1,(-10+7)/8 = 8x/8
coef 1,(-10+8)/2 = x
coef 1,(-10+8)/2 = x
coef 1,(-10-10)/7 = 7x/7
coef 1,(-10-10)/7 = x
coef 1,(10-2/5)/(2/5) = 2/5*y/(2/5)
coef 1,(-10-35)*-47 = x
coef 1,(-10-7)*-8 = x
coef 1,(-10-8)/2 = x
coef 1,(-10-8)/2 = x
coef 1,(-10x+24)/49 = 18
coef 1,(-10x+24)/49*49 = 18*49
coef 1,(-10x-1)/6 = 3
coef 1,(10x-2)/-9 = 1
coef 1,(10x-7+7)/10 = (-3+7)/10
coef 1,(10x-8)/-8 = 7
coef 1,(10x-8)/-8*-8 = 7*-8
coef 1,(-10y+1)/2 = 3
coef 1,(-10y+1)/2*2 = 3*2
coef 1,(-10y+1)/7 = -9
coef 1,(10y+4)/10 = 2/5
coef 1,(10y+4)/10 = 4/10
coef 1,(10y+4)/10*10 = 2/5*10
coef 1,(10y-1)/-7 = -9
coef 1,(-10y-2)/4 = -4
coef 1,(10y-4)/10 = 0
coef 1,(10y-5)/6 = 4
coef 1,(-10y-6)/-9 = -6
coef 1,(-10y-6)/-9*-9 = -6*-9
coef 1,(10y-8)/-18 = 18
coef 1,(-1-1)/4 = x
coef 1,(-1-1)/4 = x
coef 1,(-1-1)/4 = x
coef 1,(11+3)/2 = x
coef 1,(11+37)*35 = y
coef 1,(11+46.6)*10 = x
coef 1,(11+47)*38 = y
coef 1,(11-14)*9 = y
coef 1,(-11-26)*-35 = y
coef 1,(11-3)/2 = x
coef 1,(11y-2)/-4 = -48
coef 1,(11y-2)/-4*-4 = -48*-4
coef 1,(-11y-6)/32 = 29
coef 1,(-11y-6)/32*32 = 29*32
coef 1,(12.6y-0.9)/12.6 = -9.9/12.6
coef 1,(12+30)*-46 = y
coef 1,(12+35)*-15 = x
coef 1,(12+37)*34 = y
coef 1,(12+4)*35 = x
coef 1,(12+42)*33 = y
coef 1,(12+9)*26 = y
coef 1,(-120/15-8)/15 = 15x/15
coef 1,(-120/15-8)/15 = x
coef 1,(-12-34)*-5 = x
coef 1,(-1-3)*-3 = x
coef 1,(1-3)/-3 = (3-3x-3)/-3
coef 1,(13+1)/2 = x
coef 1,(13+1)/2 = x
coef 1,(13+1)/2 = x
coef 1,(13+1)/2 = x
coef 1,(13+1)/2 = x
coef 1,(13+1)/2 = x
coef 1,(13+11)*36 = y
coef 1,(13+13)*40 = y
coef 1,(13+26)*11 = x
coef 1,(13+26)*23 = x
coef 1,(-13+43)*y = 89/y*y
coef 1,(13+9)/2 = x
coef 1,(13+9)/2 = x
coef 1,(13+9)/2 = x
coef 1,(13-1)/2 = x
coef 1,(13-1)/2 = x
coef 1,(13-1)/2 = x
coef 1,(13-1)/2 = x
coef 1,(13-1)/2 = x
coef 1,(13-1)/2 = x
coef 1,(13-15)/37 = 37x/37
coef 1,(13-15)/37 = x
coef 1,(13-9)/2 = x
coef 1,(13-9)/2 = x
coef 1,(13-9)/2 = x
coef 1,(13x-19)/39 = -31
coef 1,(13x-19)/39*39 = -31*39
coef 1,(13x-21)/-47 = 16
coef 1,(-13y+1)/-13 = -1/-13
coef 1,-(-13y+1)/13 = 1/13
coef 1,-(-13y+1)/13 = -1/-13
coef 1,(-13y+11)/35 = 8
coef 1,(1-4)/-8 = -8y/-8
coef 1,(1-4)/-8 = y
coef 1,-(1-4)/8 = y
coef 1,(1-4.6y)/4.6 = -5.7/4.6
coef 1,(14+13)*8 = x
coef 1,(14+9)*11 = y
coef 1,(-14-1)*17 = x
coef 1,(-14-18)*-25 = y
coef 1,(14-27)*-23 = y
coef 1,(-14-39)*45 = x
coef 1,(-1472+46/46)/-40 = -40x/-40
coef 1,(14-9)/8 = 8Y/8
coef 1,(14-9)/8 = Y
coef 1,(-14x-16)/-13 = 38
coef 1,(-14x-16)/-13*-13 = 38*-13
coef 1,(-14x-5)/-10 = 41
coef 1,(-14x-9)/17 = -47
coef 1,(-14x-9)/17*17 = -47*17
coef 1,(14y+33)/16 = -30
coef 1,(15+36)*13 = x
coef 1,(15+44)*13 = x
coef 1,(-15+7)/2 = x
coef 1,(-15+7)/2 = x
coef 1,(-15+7)/2 = x
coef 1,(-15+7)/2 = x
coef 1,(-15+7)/2 = x
coef 1,(1500c+975)/3 = 3160
coef 1,(-15-40)*-37 = x
coef 1,(-15-47)*-35 = y
coef 1,(-15-7)/2 = x
coef 1,(-15-7)/2 = x
coef 1,(-15-7)/2 = x
coef 1,(-15-7)/2 = x
coef 1,(-15-7)/2 = x
coef 1,(15B+975)/3 = 3160
coef 1,(15B+975)/3 = 4000
coef 1,(15R+975)/3 = 3160
coef 1,(15R+975)/3 = 3160
coef 1,(15R+975)/3 = 4000
coef 1,(15R+975)/3 = 4000
coef 1,(15W+975)/3 = 3160
coef 1,(15W+975)/3 = 3160
coef 1,(15W+975)/3 = 3160
coef 1,(15W+975)/3 = 4000
coef 1,(15W+975)/3 = 4000
coef 1,(15W+975)/3 = 4000
coef 1,(15X+975)/3 = 3160
coef 1,(15X+975)/3 = 4000
coef 1,(-15y-22)/44 = -49
coef 1,(1-6)*34 = x
coef 1,(-1-6)/4 = 4x/4
coef 1,(-1-6)/4 = x
coef 1,(16+17)*39 = x
coef 1,(16+25)*21 = y
coef 1,(16+28)*26 = x
coef 1,(-16-5)*24 = y
coef 1,(166-154/y)*y = 335y
coef 1,(-16x+23)/37*37 = -50*37
coef 1,(1-7)/4 = x
coef 1,(1-7)/4 = x
coef 1,(17/1)/c = c*x/c
coef 1,(17/w)/17 = b/17
coef 1,(-17+15)/2 = x
coef 1,(-17+15)/2 = x
coef 1,(-17+15)/2 = x
coef 1,(-17+15)/2 = x
coef 1,(-17+15)/2 = x
coef 1,(-17+15)/2 = x
coef 1,(-17+33)*30 = x
coef 1,(17+8)*48 = y
coef 1,(-17-15)/2 = x
coef 1,(-17-15)/2 = x
coef 1,(-17-15)/2 = x
coef 1,(-17-15)/2 = x
coef 1,(-17-15)/2 = x
coef 1,(17x-30)/-30 = -26
coef 1,(17x-30)/-30*-30 = -26*-30
coef 1,(-17x-40)/-38 = -29
coef 1,(-17x-40)/-38*-38 = -29*-38
coef 1,(-1-8.54400375)/2 = x
coef 1,(-1-8.54400375)/2 = x
coef 1,(-1-8.54400375)/2 = x
coef 1,(-1-8.54400375)/2 = x
coef 1,(-1-8.54400375)/2 = x
coef 1,(-1-8.54400375)/2 = x
coef 1,(-1-8.54400375)/2 = x
coef 1,(-1-8.54400375)/2 = x
coef 1,(-18+29)*33 = x
coef 1,(18+8)*22 = y
coef 1,(-18-24)*-44 = x
coef 1,(18-49.1)*27 = y
coef 1,(18x-25)/28 = -42
coef 1,(18x-25)/28*28 = -42*28
coef 1,(-18y+45)/-5 = -39
coef 1,(-18y+45)/-5*-5 = -39*-5
coef 1,(-18y+48)/48 = 7
coef 1,(-18y-30)/15 = 28
coef 1,(18y-33)/15 = -21
coef 1,(19.4-(-30.2))/-25.7 = -25.7x/-25.7
coef 1,(19.4-(-30.2))/-25.7 = x
coef 1,(-19+23)/14 = x
coef 1,(-19+23)/14 = x
coef 1,(-19+23)/14 = x
coef 1,(19+25)*25 = y
coef 1,(-19+4)*-42 = y
coef 1,(-19-23)/14 = x
coef 1,(-19-23)/14 = x
coef 1,(-19-23)/14 = x
coef 1,(-19-47)*-45 = x
coef 1,(-1k*(m+s)-n*t)/(-m-s) = (0-h*q)/(-m-s)
coef 1,(-1k*(m+s)-n*t)/(-m-s) = -h*q/(-m-s)
coef 1,(-1k*(m+s)-n*t)/(-m-s) = -h*q/(-m-s)
coef 1,(-1x+4)/-3 = 4
coef 1,(-1x+8)/-2 = 8
coef 1,(1x+8)/-4 = -8
coef 1,(1x+9)/3 = 5
coef 1,(1x+9)/3*3 = 5*3
coef 1,(1x-2)/-8 = 5
coef 1,(1x-3)/8 = -3
coef 1,(1x-3)/8*8 = -3*8
coef 1,(-1x-4)/8 = -7
coef 1,(-1x-4)/8*8 = -7*8
coef 1,(1x-5)/-3 = 5
coef 1,(-1x-8)/-4 = 8
coef 1,(-1x-8)/-4*-4 = 8*-4
coef 1,(1x-9)/8 = -6
coef 1,(-1y+41)/-42 = -34
coef 1,(-1y-6)/-7 = 4
coef 1,(-1y-6)/7 = 9
coef 1,(1y-7)/-2 = 10
coef 1,(-1y-8)/-8 = -1
coef 1,-(-1y-8)/8 = -1
coef 1,(2.15+4.17)/14.59 = 14.59x/14.59
coef 1,(2.15+4.17)/14.59 = x
coef 1,(2.4-9.3)/-6.3 = -6.3y/-6.3
coef 1,(2.4-9.3)/-6.3 = y
coef 1,(2.57+7.4)/11.97 = 11.97x/11.97
coef 1,(2.57+7.4)/11.97 = x
coef 1,(2/25)*P = 10
coef 1,(2/300)*B = 10
coef 1,(2/5)*X = 20
coef 1,(2/s)/2 = (y-u)/2
coef 1,(2/s+u)*s = y*s
coef 1,(2/s+u)*s = y*s
coef 1,(2/s+u)*s = y*s
coef 1,(2/t+v)*t = z*t
coef 1,(2/t+v)*t = z*t
coef 1,(2/y)/2 = -3
coef 1,(2/y)/2 = -6/2
coef 1,(2/y)/2*2 = -3*2
coef 1,(2/y)/2*2 = -6
coef 1,(-2+0)/2 = x
coef 1,(-2+1)/-4 = -4x/-4
coef 1,(-2+1)/-4 = x
coef 1,(2+2.3)*7 = y
coef 1,(-2+3)/3 = (3x-3+3)/3
coef 1,(-2+3y+2)/3 = -2/3
coef 1,(2+4.89897949)/2 = x
coef 1,(2+4.89897949)/2 = x
coef 1,(2+4.89897949)/2 = x
coef 1,(2+4.89897949)/2 = x
coef 1,(2+4.89897949)/2 = x
coef 1,(2+4.89897949)/2 = x
coef 1,(2+4.89897949)/2 = x
coef 1,(2+44)*25 = x
coef 1,(2+5)*6 = y
coef 1,(2+6)*3 = x
coef 1,(2+6)*3 = y
coef 1,(2+6)*9 = y
coef 1,(2+7)*9 = x
coef 1,(2+7.7)*6 = y
coef 1,(2+8)*43 = x
coef 1,(2+9)*10 = x
coef 1,(-2-0)/2 = x
coef 1,(20+37)*2 = x
coef 1,(20+H)*3500 = 217000
coef 1,(20+S)*3500 = 217000
coef 1,(20+X)*3500 = 217000
coef 1,(-200+L)/5 = 160
coef 1,(-200+L)/5 = 575
coef 1,(-200+R)/5 = 160
coef 1,(-200+R)/5 = 575
coef 1,(-200+S)/5 = 160
coef 1,(-20-2)*-28 = y
coef 1,(-20-22)*-40 = y
coef 1,(20-32)*39 = x
coef 1,(20x+13)/35 = 34
coef 1,(20x+13)/35*35 = 34*35
coef 1,(-20x+48)/-39 = -29
coef 1,(-20x+48)/-39*-39 = -29*-39
coef 1,(-20x+59)/-20 = 35/-20
coef 1,(-20y-13)/-31 = 43
coef 1,(-20y-13)/-31*-31 = 43*-31
coef 1,(-21+0)*-21 = x
coef 1,(21+48.9)*3 = y
coef 1,(21+6)*26 = x
coef 1,(21-27)*-21 = y
coef 1,(21-36)*-9 = y
coef 1,(-21x-18)/2 = -35
coef 1,(-21y+16)*21/21 = 882
coef 1,(-21y+16)/21 = 42
coef 1,(-21y+16)/21*21 = 42*21
coef 1,(2-2.5)*3 = x
coef 1,(22+15)*15 = y
coef 1,(-22+21)*-18 = y
coef 1,(22+39)*21 = x
coef 1,(22+40)*13 = x
coef 1,(22+48)*42 = y
coef 1,(-2-21)*35 = x
coef 1,(22y+9)/-45 = -4
coef 1,(22y+9)/-45*-45 = -4*-45
coef 1,(23.4y+0-0)/23.4 = (-15.3-0)/23.4
coef 1,(23+31)*40 = y
coef 1,(23+31)*7 = x
coef 1,(23+C)*2456 = 368400
coef 1,(23+C)*2456 = 386400
coef 1,(23+C)*2456 = 85960
coef 1,(23+C)*2456 = 85960
coef 1,(23+L)*2456 = 368400
coef 1,(23+L)*2456 = 85960
coef 1,(23+T)*2456 = 368400
coef 1,(23+T)*2456 = 85960
coef 1,(23+X)*2456 = 368400
coef 1,(23+X)*2456 = 85960
coef 1,(23+x)-2456 = 85960
coef 1,(23x+33)*-36/-36 = -108
coef 1,(23x+33)*-36/-36 = 3*-36
coef 1,(23x+33)/-36 = 3
coef 1,(23x+33)/-36*-36 = 3*-36
coef 1,(23x-1)/-20 = -21
coef 1,(23x-1)/-20*-20 = -21*-20
coef 1,(23y+25)/-33 = 8
coef 1,(23y+25)/-33*-33 = 8*-33
coef 1,(-23y-49)/9 = -29
coef 1,-(-24.56385865)/12 = x
coef 1,-(-24.56385865)/12 = x
coef 1,(2-4.89897949)/2 = x
coef 1,(2-4.89897949)/2 = x
coef 1,(2-4.89897949)/2 = x
coef 1,(2-4.89897949)/2 = x
coef 1,(2-4.89897949)/2 = x
coef 1,(2-4.89897949)/2 = x
coef 1,(2-4.89897949)/2 = x
coef 1,(24.9y-28.5)/-11 = -11/-11
coef 1,(24.9y-28.5)/24.9 = -11/24.9
coef 1,(24+21)*20 = y
coef 1,(-24+23)*-18 = x
coef 1,(24+29)*-1 = y
coef 1,(24+30)*49 = x
coef 1,(-24+37)*-27 = x
coef 1,(24+46)*22 = x
coef 1,(-240/15)/15 = x
coef 1,(-24-8)*-3 = y
coef 1,(-248-38/y)*y = 511y
coef 1,(-24-97)/18 = 18y/18
coef 1,(-24-97)/18 = y
coef 1,(24x+37)/28 = -21
coef 1,(24x-33)/35 = 28
coef 1,(24x-33)/35*35 = 28*35
coef 1,(-24x-4)/12 = 20
coef 1,(24x-9)/47 = 3
coef 1,(24y-3)/-28 = 10
coef 1,(25+25)*38 = y
coef 1,(25+3)*30 = y
coef 1,(25+3)*5 = y
coef 1,(25+7)*34 = y
coef 1,(-2591+6984)/-2659 = -2659x/-2659
coef 1,(-25x+16)/-2 = 28
coef 1,(-25x+16)/-2*-2 = 28*-2
coef 1,(-25y-28)/31 = -46
coef 1,(26+0.4)*23 = y
coef 1,(26+40)*49 = x
coef 1,(26-14.9)*23 = x
coef 1,(-26-36)*35 = y
coef 1,(26-43)*-16 = y
coef 1,(-26-43)*26 = y
coef 1,(26x+7)/33 = -38
coef 1,(-26x-7)/-33 = -38
coef 1,-(-26x-7)/33 = -38
coef 1,(26y+38)/38 = -10
coef 1,(26y+38)/38*38 = -10*38
coef 1,(-2-7)*-4 = x
coef 1,(27+19)*27 = y
coef 1,(27+24)*36 = y
coef 1,(27+24)*43 = y
coef 1,(27+35)*2 = y
coef 1,(27+48)*5 = y
coef 1,(-27-30)*-46 = y
coef 1,-(-27y)/27 = -7/9
coef 1,(-27y+6-6)/-27 = 21/-27
coef 1,-(-27y+6-6)/27 = 21/-27
coef 1,-(-27y+6-6)/27 = -7/9
coef 1,(-27y-21)/48 = -4
coef 1,(-27y-21)/48*48 = -4*48
coef 1,(2-8.7)*8 = x
coef 1,(-28.9-35y+28.9)/-35 = (-39.1+28.9)/-35
coef 1,-(-28.9-35y+28.9)/35 = (-39.1+28.9)/-35
coef 1,-(-28.9-35y+28.9)/35 = -(-39.1+28.9)/35
coef 1,(28+15)*27 = x
coef 1,(28+21)*12 = y
coef 1,(-28+22)*-22 = y
coef 1,(28+27)*34 = x
coef 1,(28+50)*45 = y
coef 1,(28-14.1)*50 = y
coef 1,(-28-15)*-29 = y
coef 1,(-28-2)*29 = x
coef 1,(28-39)*28 = x
coef 1,(28x+19)/35 = -2
coef 1,(28x+19)/35*35 = -2*35
coef 1,(-28x+2)/-31 = 25
coef 1,(-28x+2)/-31*-31 = 25*-31
coef 1,(-28x-18)/20 = -15
coef 1,(-28x-18)/20*20 = -15*20
coef 1,(-28x-5)/20 = -37
coef 1,(28y-19)/11 = 25
coef 1,(-28y-35)/38 = -36
coef 1,(-28y-35)/38*38 = -36*38
coef 1,(2-9)*-1 = y
coef 1,(29+11)*6 = x
coef 1,(29+30)*27 = x
coef 1,(29+46)*40 = y
coef 1,(29+7)*13 = x
coef 1,(29+7)*9 = x
coef 1,(-29x-39)/33 = -4
coef 1,(-29x-39)/33*33 = -4*33
coef 1,-(2-m) = -s
coef 1,-(2-m) = s/-1
coef 1,(2-m)*7 = s*7
coef 1,(2-m)/-1 = s/-1
coef 1,-(-2x)/2 = -(10-4)/2
coef 1,-(-2x)/2 = -6/2
coef 1,(2x+1)(2x+3) = 0
coef 1,(2x+1)(4x+1) = 0
coef 1,(2x+3)(2x+1) = 0
coef 1,(2x+3)(2x+1) = 0
coef 1,(2x+3)(2x+1) = 0
coef 1,(2x+3)(2x+1) = 0
coef 1,(2x+3)(2x+1) = 0
coef 1,(2x+3)(x-2) = 0
coef 1,(2x+4)/-6 = 6
coef 1,(2x+4)/-6*-6 = 6*-6
coef 1,(-2x+4-4)/-2 = (10-4)/-2
coef 1,-(-2x+4-4)/2 = (10-4)/-2
coef 1,-(-2x+4-4)/2 = -(10-4)/2
coef 1,(-2x+9)/2 = 5
coef 1,(-2x+9)/2*2 = 5*2
coef 1,(2x-5)/5 = 3
coef 1,(-2x-6)/-4 = 10
coef 1,(2y+1)/-5 = -1
coef 1,(2y+1)/8 = -4
coef 1,(2y+2)*10/10 = 50
coef 1,(2y+2)/10 = 5
coef 1,(2y+2)/10*10 = 5*10
coef 1,(2y+2)/10*10 = 50
coef 1,(-2y+2)/4 = -6
coef 1,(-2y+2)/4*4 = -6*4
coef 1,(2y+4)/(2y) = -6y/(2y)
coef 1,(-2y+4)/-3 = 0
coef 1,(-2y+4)/-3*-3 = 0*-3
coef 1,(-2y+4)/-7 = -7
coef 1,(-2y+4)/-7*-7 = -7*-7
coef 1,(2y+5)/2 = -3/2
coef 1,(2y+8)/6 = -8
coef 1,(-2y+9)/6 = -10
coef 1,(-2y+9)/6*6 = -10*6
coef 1,(2y-3)*3 = 5*3
coef 1,(2y-3)/2 = (10/2)/2
coef 1,(2y-3)/2 = 5/2
coef 1,(2y-3)/2 = 5/2
coef 1,(2y-3)/2 = 5/2
coef 1,(2y-3)/2 = 5/2
coef 1,(2y-3)/2 = 5/2
coef 1,(2y-3)/2 = 5/2
coef 1,(2y-3)/2*2 = (10/2)/2*2
